kind,size,size_kb,root,depth,path,nested_under,rollup_parent
cache-like,2.2 MiB,2216,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.shazamd,,false
cache-like,2.2 MiB,2212,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.amsondevicestoraged,,false
cache-like,2.2 MiB,2212,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.microsoft.VSCodeInsiders,,false
cache-like,2.1 MiB,2176,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.nbagent,,false
cache-like,2.1 MiB,2148,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.appleaccountd,,false
cache-like,2.1 MiB,2148,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.cloudd,,false
support/container,2.1 MiB,2148,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.apple.sbd/97B59967-41D5-4470-A900-EA3D113430A5,/Users/yaniv/Library/Application Support/com.apple.sbd,false
cache-like,2.1 MiB,2132,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.microsoft.EdgeUpdater,,false
cache-like,2.1 MiB,2132,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.microsoft.VSCode,,false
cache-like,2.1 MiB,2132,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.adobe.acrobat.AcroPatchInstall,,false
cache-like,2.1 MiB,2120,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.geoanalyticsd,,false
cache-like,2.1 MiB,2120,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/logs,/Users/yaniv/Library/Application Support/Code,false
support/container,2.1 MiB,2112,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.apple.siri.inference,,false
cache-like,2.1 MiB,2100,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.google.GoogleUpdater,,false
cache-like,2.1 MiB,2100,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.nbagent,,false
cache-like,2.1 MiB,2100,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.amsaccountsd,,false
cache-like,2.0 MiB,2088,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.managedappdistributionagent,,false
cache-like,2.0 MiB,2088,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.googlecode.iterm2,,false
cache-like,2.0 MiB,2088,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.microsoft.SyncReporter,,false
cache-like,2.0 MiB,2088,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.iCloudHelper,,false
support/container,2.0 MiB,2076,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Oracle/Oracle Documents,/Users/yaniv/Library/Application Support/Oracle,false
support/container,2.0 MiB,2072,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Safe Browsing,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,2.0 MiB,2036,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.clock.WorldClockWidget,,false
support/container,2.0 MiB,2032,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/User,/Users/yaniv/Library/Application Support/Cursor,false
support/container,2.0 MiB,2020,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/IndexedDB,/Users/yaniv/Library/Application Support/Slack,false
support/container,1.9 MiB,1984,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/CertificateRevocation,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,false
cache-like,1.9 MiB,1944,/Users/yaniv/Library/Logs,1,/Users/yaniv/Library/Logs/Adobe,,false
cache-like,1.8 MiB,1852,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices/PaymentSheetsUI,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices,false
support/container,1.7 MiB,1704,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/ZxcvbnData,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,1.7 MiB,1692,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Typosquatting,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,1.6 MiB,1664,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/ZxcvbnData,/Users/yaniv/Library/Application Support/Comet,false
support/container,1.6 MiB,1652,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.atlas/statsig,/Users/yaniv/Library/Application Support/com.openai.atlas,false
cache-like,1.6 MiB,1608,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/LM Studio/GPUCache,/Users/yaniv/Library/Application Support/LM Studio,false
cache-like,1.5 MiB,1584,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices/Metrics,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices,false
support/container,1.5 MiB,1512,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.podcasts.widget,,false
support/container,1.5 MiB,1496,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/User,/Users/yaniv/Library/Application Support/Code,false
cache-like,1.4 MiB,1464,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.passd,,false
support/container,1.4 MiB,1436,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/ProvenanceDataTensors,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,1.4 MiB,1412,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.systempreferences.SpotlightIndexExtension,,false
support/container,1.4 MiB,1412,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.systempreferences,,false
support/container,1.4 MiB,1408,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/UBF8T346G9.com.microsoft.rdc,,false
cache-like,1.3 MiB,1300,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/Animoji,,false
cache-like,1.2 MiB,1240,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/Crashpad,/Users/yaniv/Library/Application Support/Code,false
cache-like,1.2 MiB,1236,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.sonos.macController2,,false
cache-like,1.2 MiB,1188,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/CachedProfilesData,/Users/yaniv/Library/Application Support/Code,false
cache-like,1.2 MiB,1180,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/CachedProfilesData,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,1.1 MiB,1144,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/73YQY62QM3.com.displaylink.DisplayLinkShared,,false
support/container,1.1 MiB,1136,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.tips,,false
support/container,1.1 MiB,1132,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.eltima.cmd1.mas,,false
support/container,1.1 MiB,1092,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/OpenCookieDatabase,/Users/yaniv/Library/Application Support/Comet,false
support/container,1.1 MiB,1092,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.com.apple.storekit,,false
support/container,1.1 MiB,1088,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.mobilephone,,false
cache-like,1.1 MiB,1084,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Oracle Backup/Cache,/Users/yaniv/Library/Application Support/Oracle Backup,false
cache-like,1.1 MiB,1084,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/logs,/Users/yaniv/Library/Application Support/Code - Insiders,false
cache-like,1.1 MiB,1076,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.googlecode.iterm2,,false
cache-like,1.0 MiB,1064,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.AMPLibraryAgent,,false
cache-like,1.0 MiB,1048,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/ChatGPTHelper,,false
cache-like,1012.0 KiB,1012,/Users/yaniv/Library/Logs,2,/Users/yaniv/Library/Logs/OneDrive/Updater,/Users/yaniv/Library/Logs/OneDrive,false
cache-like,996.0 KiB,996,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/CachedProfilesData,/Users/yaniv/Library/Application Support/Cursor,false
support/container,992.0 KiB,992,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.apple.ap.promotedcontentd/APDB,/Users/yaniv/Library/Application Support/com.apple.ap.promotedcontentd,false
support/container,960.0 KiB,960,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/AutofillStates,/Users/yaniv/Library/Application Support/Comet,false
cache-like,900.0 KiB,900,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices/Engagement,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices,false
cache-like,884.0 KiB,884,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices/com.apple.AppleMediaServicesKit,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices,false
cache-like,872.0 KiB,872,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.ciphermld,,false
cache-like,864.0 KiB,864,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.Family-Settings.extension,,false
support/container,864.0 KiB,864,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Photos.PhotosReliveWidget,,false
cache-like,856.0 KiB,856,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices/private-identifiers,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices,false
support/container,832.0 KiB,832,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.stocks.detailintents,,false
cache-like,816.0 KiB,816,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.helpd/NSFileProtectionComplete,/Users/yaniv/Library/Caches/com.apple.helpd,false
cache-like,816.0 KiB,816,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.helpd/NSFileProtectionCompleteUnlessOpen,/Users/yaniv/Library/Caches/com.apple.helpd,false
cache-like,808.0 KiB,808,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.appleaccountd,,false
support/container,800.0 KiB,800,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Firefox/Profile Groups,/Users/yaniv/Library/Application Support/Firefox,false
support/container,800.0 KiB,800,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.AppleAccountUI.AAUIFollowUpExtension,,false
support/container,780.0 KiB,780,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/PKIMetadata,/Users/yaniv/Library/Application Support/Comet,false
support/container,772.0 KiB,772,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/PKIMetadata,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,false
cache-like,760.0 KiB,760,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/Cache,/Users/yaniv/Library/Application Support/Slack,false
cache-like,756.0 KiB,756,/Users/yaniv/Library/WebKit,2,/Users/yaniv/Library/WebKit/com.vmware.hub.mac/WebsiteData,/Users/yaniv/Library/WebKit/com.vmware.hub.mac,false
support/container,728.0 KiB,728,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Adobe/AcroCef,/Users/yaniv/Library/Application Support/Adobe,false
support/container,724.0 KiB,724,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/networkserviceproxy,,false
cache-like,704.0 KiB,704,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.bookassetd,,false
support/container,704.0 KiB,704,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.atlas/conversations-v3-d16322da-45b7-4b7e-a1d9-318b0a3bff67,/Users/yaniv/Library/Application Support/com.openai.atlas,false
cache-like,700.0 KiB,700,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.donotdisturbd,,false
support/container,700.0 KiB,700,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/User,/Users/yaniv/Library/Application Support/Code - Insiders,false
cache-like,696.0 KiB,696,/Users/yaniv/Library/WebKit,2,/Users/yaniv/Library/WebKit/com.microsoft.edgemac/WebsiteData,/Users/yaniv/Library/WebKit/com.microsoft.edgemac,false
cache-like,692.0 KiB,692,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.helpd,,false
cache-like,680.0 KiB,680,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.FeatureAccessAgent,,false
cache-like,680.0 KiB,680,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.microsoft.OneDriveStandaloneUpdater,,false
cache-like,680.0 KiB,680,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/askpermissiond,,false
support/container,676.0 KiB,676,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/243LU875E5.groups.com.apple.podcasts,,false
cache-like,656.0 KiB,656,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.github.macadmins.Nudge,,false
cache-like,616.0 KiB,616,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.shazamd,,false
support/container,612.0 KiB,612,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/SmartScreen,/Users/yaniv/Library/Application Support/Microsoft Edge,false
cache-like,608.0 KiB,608,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.NewDeviceOutreach,,false
support/container,608.0 KiB,608,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.apple.RemoteManagementAgent/Database,/Users/yaniv/Library/Application Support/com.apple.RemoteManagementAgent,false
cache-like,596.0 KiB,596,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/Oracle.MacJREInstaller,,false
cache-like,592.0 KiB,592,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.appstore/CommerceRequestCache,/Users/yaniv/Library/Caches/com.apple.appstore,false
cache-like,588.0 KiB,588,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.translationd,,false
cache-like,576.0 KiB,576,/Users/yaniv/Library/WebKit,2,/Users/yaniv/Library/WebKit/us.zoom.xos/WebsiteData,/Users/yaniv/Library/WebKit/us.zoom.xos,false
cache-like,564.0 KiB,564,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.AddressBookSourceSync,,false
cache-like,552.0 KiB,552,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/company.thebrowser.Browser,,false
cache-like,548.0 KiB,548,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/LM Studio/DawnGraphiteCache,/Users/yaniv/Library/Application Support/LM Studio,false
cache-like,548.0 KiB,548,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/LM Studio/DawnWebGPUCache,/Users/yaniv/Library/Application Support/LM Studio,false
cache-like,548.0 KiB,548,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/DawnGraphiteCache,/Users/yaniv/Library/Application Support/Cursor,false
cache-like,548.0 KiB,548,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/DawnWebGPUCache,/Users/yaniv/Library/Application Support/Cursor,false
cache-like,548.0 KiB,548,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Rancher Desktop/DawnGraphiteCache,/Users/yaniv/Library/Application Support/Rancher Desktop,false
cache-like,548.0 KiB,548,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Rancher Desktop/DawnWebGPUCache,/Users/yaniv/Library/Application Support/Rancher Desktop,false
cache-like,548.0 KiB,548,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Codex/DawnGraphiteCache,/Users/yaniv/Library/Application Support/Codex,false
cache-like,548.0 KiB,548,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Codex/GPUCache,/Users/yaniv/Library/Application Support/Codex,false
